word,meaning,word_type,last_sound,can_combine
ಚಲನಚಿತ್ರಗಳು,,,ು,yes
ಕಾರ್ಯಕ್ರಮಗಳು,,,ು,yes
ಲೈವ್,,,್,yes
ಸೇರಿದಂತೆ,,,ೆ,yes
ಗಂಟೆಗಳ,,,ಳ,yes
ದೂರದರ್ಶನ,,,ನ,yes
ಆರೋಗ್ಯ,,,ಯ,yes
ಜೀವನಶೈಲಿ,,,ಿ,yes
ವೀಡಿಯೊಗಳು,,,ು,yes
ಪ್ರಾದೇಶಿಕ,,,ಕ,yes
ಪ್ರೋಗ್ರಾಮಿಂಗ್,,,್,yes
ವೇದಿಕೆಯು,,,ು,yes
ಕೂಚಿ,,,ಿ,yes
ತೆಲುಗು,,,ು,yes
ಅಮೇರಿಕಾ,,,ಾ,yes
ಮಾಪಿಳ್ಳೈ,,,ೈ,yes
ತಮಿಳು,,,ು,yes
ಧಟ್,,,್,yes
ತೇರೆ,,,ೆ,yes
ನೊಂದಿಗೆ,,,ೆ,yes
ಸರಣಿಗಳನ್ನು,,,ು,yes
ಮಾಡಲು,,,ು,yes
ಪ್ರಾರಂಭಿಸಿತು,,,ು,yes
ಕಲ್ಲಾಚಿರಿಪ್ಪು,,,ು,yes
ಶೀರ್ಷಿಕೆಯ,,,ಯ,yes
ಸರಣಿಯನ್ನು,,,ು,yes
ಪರಿಚಯಿಸಿತು,,,ು,yes
ಜನಪ್ರಿಯ,,,ಯ,yes
ಚಲನಚಿತ್ರ,,,ರ,yes
ನಿರ್ಮಾಪಕ,,,ಕ,yes
ಕಾರ್ತಿಕ್,,,್,yes
ಸುಬ್ಬರಾಜ್,,,್,yes
ಕರೆಂಜಿತ್,,,್,yes
ಕೌರ್,,,್,yes
ಅನ್,,,್,yes
ಟೋಲ್ಡ್,,,್,yes
ಸ್ಟೋರಿ,,,ಿ,yes
ಸನ್ನಿ,,,ಿ,yes
ಲಿಯೋನ್,,,್,yes
ಜೀವನಚರಿತ್ರೆಯ,,,ಯ,yes
ನಿರ್ಮಿಸಿದರು,,,ು,yes
ಲೈಫ್,,,್,yes
ಸಾಹಿ,,,ಿ,yes
ಹೈ,,,ೈ,yes
ಗಳಂತಹ,,,ಹ,yes
ಪ್ರದರ್ಶನಗಳೊಂದಿಗೆ,,,ೆ,yes
ಆಲ್ಟ್,,,್,yes
ಬಾಲಾಜಿ,,,ಿ,yes
ಕಂಟೆಂಟ್,,,್,yes
ಮೈತ್ರಿಯನ್ನು,,,ು,yes
ಘೋಷಿಸುತ್ತವೆ,,,ೆ,yes
ಚಂದಾದಾರರು,,,ು,yes
ವಿಷಯದ,,,ದ,yes
ಮೂಲಗಳಿಗೆ,,,ೆ,yes
ತಡೆರಹಿತ,,,ತ,yes
ಪ್ರವೇಶವನ್ನು,,,ು,yes
ಡಬ್ಬಿಂಗ್,,,್,yes
ಸಂಯೋಜನೆಗೊಳ್ಳುವವರೆಗೆ,,,ೆ,yes
ಪ್ರದರ್ಶನಗಳನ್ನು,,,ು,yes
ಟೋಟಲ್,,,್,yes
ಡ್ರೀಮರ್,,,್,yes
ಲವ್,,,್,yes
ಸ್ನೋಡ್ರಾಪ್,,,್,yes
ಬಾಯ್ಸ್,,,್,yes
ಫ್ಲವರ್ಸ್,,,್,yes
ಮಾಲೀಕತ್ವದ,,,ದ,yes
ಮಾಡಲಾಯಿತು,,,ು,yes
ಸೈಟ್,,,್,yes
ಪ್ರತ್ಯೇಕ,,,ಕ,yes
ವಿಭಾಗದಲ್ಲಿದ್ದವು,,,ು,yes
ಚಲನಚಿತ್ರಗಳ,,,ಳ,yes
ವ್ಯಾಪಕ,,,ಕ,yes
ಸಂಗ್ರಹವನ್ನು,,,ು,yes
ನೀಡಿತು,,,ು,yes
ಏಕೀಕರಣಗೊಳ್ಳುವ,,,ವ,yes
ಮೊದಲು,,,ು,yes
ಪ್ರಸಾರವಾದ,,,ದ,yes
ಪ್ರಸಾರವನ್ನು,,,ು,yes
ಒಳಗೊಂಡಿವೆ,,,ೆ,yes
ಕೇರಳಂ,,,ಂ,yes
ಮಲಯಾಳಂ,,,ಂ,yes
ಸಾರ್ಥಕ್,,,್,yes
ಒಡಿಯಾ,,,ಾ,yes
ಜೀ,,,ೀ,yes
ಬಾಂಗ್ಲಾ,,,ಾ,yes
ಬಂಗಾಳಿ,,,ಿ,yes
ಪಂಜಾಬಿ,,,ಿ,yes
ಗಂಗಾ,,,ಾ,yes
ಭೋಜ್,,,್,yes
ಪುರಿ,,,ಿ,yes
ನಲ್ಲಿಲ್ಲದ,,,ದ,yes
ಮನರಂಜನಾ,,,ಾ,yes
ಸೇರಿವೆ,,,ೆ,yes
ಅನ್ಮೋಲ್,,,್,yes
ತೆಗೆದುಕೊಳ್ಳಲಾದ,,,ದ,yes
ಸರಣಿ,,,ಿ,yes
ಯುವ,,,ವ,yes
ಹೈಪಿ,,,ಿ,yes
ಹಿಪಿ,,,ಿ,yes
ಪ್ರೇಕ್ಷಕರಿಗೆ,,,ೆ,yes
ಹಂಚಿಕೆ,,,ೆ,yes
ವೇದಿಕೆಯಾಗಿದೆ,,,ೆ,yes
ಬಳಕೆದಾರರು,,,ು,yes
ಸ್ವಂತ,,,ತ,yes
ವೀಡಿಯೊಗಳನ್ನು,,,ು,yes
ರೆಕಾರ್ಡ್,,,್,yes
ಅಪ್,,,್,yes
ಲೋಡ್,,,್,yes
ಹಂಚಿಕೊಂಡ,,,ಡ,yes
ವೀಕ್ಷಿಸಬಹುದು,,,ು,yes
ತೊಡಗಿಸಿಕೊಳ್ಳಬಹುದು,,,ು,yes
ಉಚಿತವಾಗಿ,,,ಿ,yes
ಪ್ರವೇಶಿಸಬಹುದು,,,ು,yes
ಲಭ್ಯತೆ,,,ೆ,yes
ದೇಶದಲ್ಲೂ,,,ೂ,yes
ಪ್ರಾರಂಭಿಸಲಾಗಿದೆ,,,ೆ,yes
ಕೊನೆಯದಾಗಿ,,,ಿ,yes
ಯುನೈಟೆಡ್,,,್,yes
ಸ್ಟೇಟ್ಸ್,,,್,yes
ಆಡ್,,,್,yes
ವಾಲ್ಟ್,,,್,yes
ಆಂಪ್ಲಿ,,,ಿ,yes
ಪ್ಲೇ,,,ೇ,yes
ವಿಶ್,,,್,yes
ಬಾಕ್ಸ್,,,್,yes
ಸೂಟ್,,,್,yes
ಪ್ರಾರಂಭಿಸಿದೆ,,,ೆ,yes
ವೊಡಾಫೋನ್,,,್,yes
ಐಡಿಯಾದ,,,ದ,yes
ಏರ್,,,್,yes
ಟೆಲ್,,,್,yes
ಸ್ಟ್ರೀಮ್,,,್,yes
ಭಾರತಿ,,,ಿ,yes
ನಲ್ಲಿಯೂ,,,ೂ,yes
ಐಡಿಯಾ,,,ಾ,yes
ಸೇರಿಕೊಂಡಿತು,,,ು,yes
ಥಿಯೇಟರ್,,,್,yes
ಕರೆಯಲ್ಪಡುವ,,,ವ,yes
ಚಾನಲ್,,,್,yes
ರಚಿಸಿತು,,,ು,yes
ಮಾಡುತ್ತದೆ,,,ೆ,yes
ಗಳಲ್ಲಿ,,,ಿ,yes
ನೀಡುತ್ತದೆ,,,ೆ,yes
ವರ್ಧಿತ,,,ತ,yes
ಯುಐ,,,ಐ,yes
ಯುಯೆಕ್ಸ್,,,್,yes
ಸುಧಾರಿತ,,,ತ,yes
ಕಾರ್ಯಕ್ಷಮತೆಯನ್ನು,,,ು,yes
ಒದಗಿಸಲು,,,ು,yes
ಜಾಗತಿಕ,,,ಕ,yes
ಟೆಕ್,,,್,yes
ದೈತ್ಯರಾದ,,,ದ,yes
ಅಪ್ಲಿಕಾಸ್ಟರ್,,,್,yes
ಲೋಟಮೆ,,,ೆ,yes
ತಲಾಮೂಸ್,,,್,yes
ಎಐ,,,ಐ,yes
ವರ್ಧನೆ,,,ೆ,yes
ಪ್ರಾರಂಭವಾದ,,,ದ,yes
ಮಿನಿಟ್,,,್,yes
ಲಿ,,,ಿ,yes
ಪಾಲುದಾರಿಕೆ,,,ೆ,yes
ಬಾಹ್ಯ,,,ಯ,yes
ಕೊಂಡಿಗಳು,,,ು,yes
ದರ್ಬೆ,,,ೆ,yes
ಚಂದ್ರಶೇಖರ,,,ರ,yes
ಚೌಟ,,,ಟ,yes
ಓರ್ವ,,,ವ,yes
ಕೃಷಿವಿಜ್ಞಾನಿ,,,ಿ,yes
ತಳಿವಿಜ್ಞಾನ,,,ನ,yes
ಸಂಶೋಧಕ,,,ಕ,yes
ಕಾಸರಗೋಡು,,,ು,yes
ಮಂಜೇಶ್ವರ,,,ರ,yes
ತಾಲೂಕು,,,ು,yes
ಹುಟ್ಟೂರು,,,ು,yes
ತಂದೆಯ,,,ಯ,yes
ಪಟೇಲ್,,,್,yes
ನಾರಾಯಣ,,,ಣ,yes
ತಾಯಿ,,,ಿ,yes
ಮೋಹಿನಿ,,,ಿ,yes
ಬಾಂಬೆ,,,ೆ,yes
ವಿಶ್ವವಿದ್ಯಾನಿಲಯದಲ್ಲಿ,,,ಿ,yes
ಉಪನ್ಯಾಸಕರಾಗಿ,,,ಿ,yes
ಸಲ್ಲಿಸಿದ್ದಾರೆ,,,ೆ,yes
ತಳಿವಿಜ್ಞಾನದ,,,ದ,yes
ಜೀವ,,,ವ,yes
ವೈವಿಧ್ಯ,,,ಯ,yes
ಪರಿಸರ,,,ರ,yes
ಕುರಿತು,,,ು,yes
ಸಂಶೋಧನೆ,,,ೆ,yes
ನಡೆಸಿದ್ದಾರೆ,,,ೆ,yes
ಅಭಿವೃದ್ಧಿಗಾಗಿ,,,ಿ,yes
ಬಹುರೂಪಿ,,,ಿ,yes
ಪ್ರಯೋಗಗಳನ್ನು,,,ು,yes
ಸಿ,,,ಿ,yes
ಚೌಟರವರು,,,ು,yes
ಮೀಯಪದವಿನ,,,ನ,yes
ವಿದ್ಯಾವರ್ಧಕ,,,ಕ,yes
ಪ್ರೌಢ,,,ಢ,yes
ಶಾಲೆಯಲ್ಲಿ,,,ಿ,yes
್ರೌಢ,,,ಢ,yes
ಕೊಡ್ಲಮೊಗರು,,,ು,yes
ಶ್ರೀವಾಣಿವಿಜಯ,,,ಯ,yes
ಮಂಗಳೂರಿನ,,,ನ,yes
ಸೈಂಟ್,,,್,yes
ಅಲೋಸಿಯಸ್,,,್,yes
ಎಸ್ಸಿ,,,ಿ,yes
ವಿಶ್ವವಿದ್ಯಾಲಯದ,,,ದ,yes
ಇನ್ಸ್ಟಿಟ್ಯೂಟ್,,,್,yes
ಸಯನ್ಸ್ನಿಂದ,,,ದ,yes
ಸ್ನಾತಕೋತ್ತರ,,,ರ,yes
ಸಂಶೋಧನ,,,ನ,yes
ಪ್ರಬಂಧಕ್ಕೆ,,,ೆ,yes
ಡಾಕ್ಟ್ರೇಟ್,,,್,yes
ಪಿಎಚ್,,,್,yes
ಪಡೆದಿದ್ದಾರೆ,,,ೆ,yes
ವರೆಗೆ,,,ೆ,yes
ಸಯನ್ಸ್ನಲ್ಲಿ,,,ಿ,yes
ಗೌರವ,,,ವ,yes
ಅಧ್ಯಾಪಕರಾಗಿ,,,ಿ,yes
ವಿಶ್ವವಿದ್ಯಾನಿಲಯದ,,,ದ,yes
ಕೇಂದ್ರದ,,,ದ,yes
ಜೀವವಿಜ್ಞಾನ,,,ನ,yes
ವಿಭಾಗದಲ್ಲಿ,,,ಿ,yes
ಉಪನ್ಯಾಸಕರಾಗಿದ್ದರು,,,ು,yes
ಕೊಡುಗೆ,,,ೆ,yes
ಸಹೋದರರೊಡನೆ,,,ೆ,yes
ತೋಟಗಾರಿಕೆಯಲ್ಲಿ,,,ಿ,yes
ತೊಡಗಿಸಿಕೊಂಡಿದ್ದಾರೆ,,,ೆ,yes
ರಂದ,,,ದ,yes
ಅಣಬೆ,,,ೆ,yes
ಸಿಹಿ,,,ಿ,yes
ನೀರಿನ,,,ನ,yes
ಮೀನು,,,ು,yes
ಸಾಕಣೆಯಲ್ಲಿ,,,ಿ,yes
ಮೊತ್ತಮೊದಲನೆಯದಾಗಿ,,,ಿ,yes
ಸಾಕಣೆಯನ್ನು,,,ು,yes
ಆರಂಭಿಸಿದರು,,,ು,yes
ಕುಟುಂಬದೊಂದಿಗೆ,,,ೆ,yes
ಮೀಂಜ,,,ಜ,yes
ಕೃಷಿಯನ್ನು,,,ು,yes
ಪಡೆಸಲು,,,ು,yes
ಪ್ರಯೋಗ,,,ಗ,yes
ಗುಡ್ಡದ,,,ದ,yes
ಇಳಿಜಾರಿನಲ್ಲಿ,,,ಿ,yes
ಮೇಲ್ಮಣ್ಣಿನ,,,ನ,yes
ಸಂರಕ್ಷಣೆಯೊಂದಿಗೆ,,,ೆ,yes
ಅಡಿಕೆ,,,ೆ,yes
ತೆಂಗು,,,ು,yes
ಲಾಭದಾಯಕವಾಗದ,,,ದ,yes
ಎಡೆ,,,ೆ,yes
ಬೆಳೆಗಳಾದ,,,ದ,yes
ಕೊಕ್ಕೊ,,,ೊ,yes
ಕಾಳುಮೆಣಸಿನ,,,ನ,yes
ಒಣಗಿಸುವ,,,ವ,yes
ಅಂಗಳದಲ್ಲಿ,,,ಿ,yes
ಮಳೆಗಾಲದಲ್ಲಿ,,,ಿ,yes
ತರಕಾರಿಗಳನ್ನು,,,ು,yes
ಬೆಳೆಸಿದ್ದಾರೆ,,,ೆ,yes
ತೆಂಗಿನ,,,ನ,yes
ತೋಟದಲ್ಲಿ,,,ಿ,yes
ಬಾಲೆ,,,ೆ,yes
ರಂಬುಟಾನ್,,,್,yes
ಮಾಂಗಸ್ಟೀನ್,,,್,yes
ಬೆಣ್ಣೆ,,,ೆ,yes
ಹಣ್ಣುಗಳನ್ನು,,,ು,yes
ಬೆಳೆಯುವ,,,ವ,yes
ಗಿಡ್ಡ,,,ಡ,yes
ತಳಿಗಳನ್ನು,,,ು,yes
ಬೆಳೆದು,,,ು,yes
ಎಳನೀರಿನ,,,ನ,yes
ಕೊಯಿಲನ್ನು,,,ು,yes
ಬೃಹತ್,,,್,yes
ಪ್ರಮಾಣದಲ್ಲಿ,,,ಿ,yes
ಉಪಕ್ರಮವು,,,ು,yes
ತೋಟದ,,,ದ,yes
ಬೆಳೆಗಳ,,,ಳ,yes
ಸಂಶೋಧನಾ,,,ಾ,yes
ಸಂಸ್ಥೆಯಿಂದ,,,ದ,yes
ಮನ್ನಣೆ,,,ೆ,yes
ಪಡೆದಿದೆ,,,ೆ,yes
ಕೇರಳದಲ್ಲಿ,,,ಿ,yes
ಪ್ರಥಮವಾಗಿ,,,ಿ,yes
ಗಿಡಗಳ,,,ಳ,yes
ನರ್ಸರಿ,,,ಿ,yes
ಸೀಡ್,,,್,yes
ಗಾರ್ಡನ್,,,್,yes
ನ್ನು,,,ು,yes
ಸ್ಥಾಪಿಸಿದ್ದಾರೆ,,,ೆ,yes
ಚಾವಕ್ಕಾಡ್,,,್,yes
ಕೆಂಪು,,,ು,yes
ತಳೆ,,,ೆ,yes
ಮಲಯನ್,,,್,yes
ಹಳದಿ,,,ಿ,yes
ತಳಿಯಾದ,,,ದ,yes
ಬೊಂಡಮ್,,,್,yes
ರೈತರನ್ನು,,,ು,yes
ವೆನಿಲ್ಲಾ,,,ಾ,yes
ಬೆಳೆಗಾರರ,,,ರ,yes
ಸಂಘವನ್ನು,,,ು,yes
ಕಟ್ಟಿ,,,ಿ,yes
ಸಂಸ್ಕರಣೆ,,,ೆ,yes
ಮಾರಾಟ,,,ಟ,yes
ನಡೆಸಲು,,,ು,yes
ಸಹಕರಿಸಿದರು,,,ು,yes
ಅಖಿಲ,,,ಲ,yes
ಭಾರತ,,,ತ,yes
ಸಂಘದ,,,ದ,yes
ಉಪಾಧ್ಯಕ್ಷರಾಗಿದ್ದರು,,,ು,yes
ಸಮಾಗಮ,,,ಮ,yes
ಸಂಸ್ಥೆಯನ್ನು,,,ು,yes
ಹುಟ್ಟುಹಾಕಿದ್ದಾರೆ,,,ೆ,yes
ಮೇಳ,,,ಳ,yes
ಕಾರ್ಯಗಾರ,,,ರ,yes
ದಿನಗಳ,,,ಳ,yes
ಸಮಾಲೋಚನಾ,,,ಾ,yes
ಸಭ,,,ಭ,yes
ಮೀಯಪದವಿನಲ್ಲಿ,,,ಿ,yes
ದಕ್ಷಿಣದ,,,ದ,yes
ರಾಜ್ಯಗಳ,,,ಳ,yes
ಹಣ್ಣು,,,ು,yes
ಕರಾವಳಿ,,,ಿ,yes
ಜಿಲ್ಲೆಗಳ,,,ಳ,yes
ರೈತರಿಗೆ,,,ೆ,yes
ಶಿಬಿರ,,,ರ,yes
ಜಲಸಂರಕ್ಷಣೆ,,,ೆ,yes
ಕೊಯಿಲೋತ್ತರ,,,ರ,yes
ಕಾರ್ಯಗಾರಗಳು,,,ು,yes
ಕೇರಳ,,,ಳ,yes
ತಮಿಳುನಾಡು,,,ು,yes
ಆಂಧ್ರಪ್ರದೇಶಗಳಲ್ಲಿ,,,ಿ,yes
ಅಗ್ರಿಕಲ್ಚರ್,,,್,yes
ಟೆಕ್ನೋಲೊಜಿ,,,ಿ,yes
ಮಿಷನ್,,,್,yes
ಸಹಕಾರದೊಂದಿಗೆ,,,ೆ,yes
ಪ್ರವಾಸ,,,ಸ,yes
ಹಣ್ಣುಗಳ,,,ಳ,yes
ಕೃಷಿಯ,,,ಯ,yes
ಸಂಗ್ರಹಕ್ಕಾಗಿ,,,ಿ,yes
ಕೃಷಿಕರೊಂದಿಗೆ,,,ೆ,yes
ಮಲೇಷಿಯ,,,ಯ,yes
ಥಾಯಿಲೇಂಡ್,,,್,yes
ದೇಶಗಳಿಗೆ,,,ೆ,yes
ಅಮೇರಿಕಾದ,,,ದ,yes
ಟೆಕ್ಸಾಸ್,,,್,yes
ವಿದ್ಯಾಲಯ,,,ಯ,yes
ಕೆನೆಡಾದ,,,ದ,yes
ಮೇಗಿಲ್ಲ್,,,್,yes
ವಿಭಾಗಗಳ,,,ಳ,yes
ಸಂದರ್ಶನ,,,ನ,yes
ಹಾರ್ವರ್ಡ್,,,್,yes
ಅರ್ಬರೇಟಮ್,,,್,yes
ಹೆರ್ಬೇರಿಯಮ್,,,್,yes
ವಿದ್ಯಾಲಯಗಳ,,,ಳ,yes
ಪುರಸ್ಕಾರ,,,ರ,yes
ಐಸಿರಿ,,,ಿ,yes
ಕೃಷಿಕ,,,ಕ,yes
ನಾಡ,,,ಡ,yes
ಚೇತನ,,,ನ,yes
ನವದೆಹಲಿಯ,,,ಯ,yes
ಗಾಂಧಿಯನ್,,,್,yes
ಸ್ಟಡೀಸ್,,,್,yes
ಉತ್ತಮ,,,ಮ,yes
ಬೆಳೆಗಾರ,,,ರ,yes
ರಾಜ್ಯೋತ್ಸವ,,,ವ,yes
ವಷ,,,ಷ,yes
ಅನ್ವೇಷಕ,,,ಕ,yes
ಆಳ್ವಾಸ್,,,್,yes
ನುಡಿಸಿರಿ,,,ಿ,yes
ಉಲ್ಲೇಖ,,,ಖ,yes
ಬಾಲ್ಯ,,,ಯ,yes
ಡೊರೊಥಿಯಾ,,,ಾ,yes
ರುತ್,,,್,yes
ಎಟ್ಚೆಲ್ಸ್,,,್,yes
ಬ್ಯಾರೋ,,,ೋ,yes
ಇನ್,,,್,yes
ಫರ್ನೆಸ್ನಲ್ಲಿ,,,ಿ,yes
ಬೆಳೆದರು,,,ು,yes
ಆಕೆಯ,,,ಯ,yes
ಕಾಂಗ್ರೆಗೇಷನಲ್,,,್,yes
ಸಚಿವರಾಗಿದ್ದರು,,,ು,yes
ಲಿವರ್ಪೂಲ್,,,್,yes
ಲಿವರ್ಪೂಲ್ನ,,,ನ,yes
ಕ್ರಾಸ್ಬೈನಲ್ಲಿನ,,,ನ,yes
ಮರ್ಚಂಟ್,,,್,yes
ಟೈಲರ್ರ,,,ರ,yes
ಗರ್ಲ್ಸ್,,,್,yes
ನಲ್ಲಿದ್ದರು,,,ು,yes
ಇಂಗ್ಲಿಷ್ನ,,,ನ,yes
ಲ್ಲಿ,,,ಿ,yes
ಪಡೆದುಕೊಂಡರು,,,ು,yes
ಐಗ್ಬರ್ತ್,,,್,yes
ವ್ಯಾಲೆ,,,ೆ,yes
ಪ್ರೌಢಶಾಲೆಯಲ್ಲಿ,,,ಿ,yes
ಇಂಗ್ಲೀಷ್,,,್,yes
ವಿಭಾಗದ,,,ದ,yes
ಮುಖ್ಯಸ್ಥರಾಗಿದ್ದರು,,,ು,yes
ಚೆಸ್ಟರ್,,,್,yes
ಕಾಲೇಜ್,,,್,yes
ಎಜುಕೇಶನ್ನಲ್ಲಿ,,,ಿ,yes
ನಿವಾಸ,,,ಸ,yes
ಶಿಕ್ಷರಾನಾಗಿ,,,ಿ,yes
ಹಾಗು,,,ು,yes
ರಾಷ್ಟಕವಿ,,,ಿ,yes
ಕಾಲೇಜಿನ,,,ನ,yes
ಸಮಯವನ್ನು,,,ು,yes
ದುರ್ಹಮ್,,,್,yes
ವಿಶ್ವವಿದ್ಯಾನಿಲಯ,,,ಯ,yes
ನೀಡಿದ್ದರೆ,,,ೆ,yes
ವಿಸ್ವವಿದ್ಯಾನಿಲಯ,,,ಯ,yes
ಅರಂಭವಾಗಿತ್ತು,,,ು,yes
ಆರ್ಚ್ಡೆಕಾನ್,,,್,yes
ಚಾರ್ಲ್ಸ್,,,್,yes
ಥಾರ್ಪ್,,,್,yes
ಮೊದಲ,,,ಲ,yes
ಅಡುಗ,,,ಗ,yes
ವಾರ್ಡನರಾಗಿದ್ದರು,,,ು,yes
ಹಾಗೇ,,,ೇ,yes
ರುಥ್,,,್,yes
ಎತ್ಛೆಲ್ಲ್ಸ್,,,್,yes
ಮಾಡುತ್ತ,,,ತ,yes
ತ್ರೆವೆಲ್ಯನ್,,,್,yes
ಪ್ರಾಂಶುಪಾಲರಾಗಿ,,,ಿ,yes
ಮಾಡುತ್ತಿದ್ದರು,,,ು,yes
ಸ್ತ್,,,್,yes
ಜೊಹ್ನ್ಸ್,,,್,yes
ಇಂದ,,,ದ,yes
ಚರ್ಚ್,,,್,yes
ಇಂಗ್ಲೆಂಡ್,,,್,yes
ಪಾದ್ರಿಗಳ,,,ಳ,yes
ತರಬೇತಿಗೆ,,,ೆ,yes
ಮೀಸಲಾದ,,,ದ,yes
ಮುಖ್ಯಸ್ಥರಾಗಿದ್ದಳೆ,,,ೆ,yes
ಹಾಗೆ,,,ೆ,yes
ಮಹಿಳೆ,,,ೆ,yes
ಕೆಲಸವನ್ನು,,,ು,yes
ವಹಿಸಿಕೋಡಕೆ,,,ೆ,yes
ಕೆಲಸದಿಂದ,,,ದ,yes
ಚಾನ್ಸೆಲರ್,,,್,yes
ಪದಕ,,,ಕ,yes
ಮಾನ್ಯತೆ,,,ೆ,yes
ಡರ್ಹಾಮ್,,,್,yes
ಜೀವನಕ್ಕೆ,,,ೆ,yes
ಅತ್ಯುತ್ತಮ,,,ಮ,yes
ಜಾನ್ಸ್ಗೆ,,,ೆ,yes
ನೇಮಕವು,,,ು,yes
ದೇವಾಶಾಸ್ತ್ರಕ್ಕಿಂತ,,,ತ,yes
ವಿಶೇಷತೆಗೆ,,,ೆ,yes
ಸಮಗ್ರ,,,ರ,yes
ಸಾಹಿತ್ಯದ,,,ದ,yes
ಪ್ರಭಾವಶಾಲಿ,,,ಿ,yes
ಮುರಿದ,,,ದ,yes
ಕ್ರಿಶ್ಚಿಯನ್,,,್,yes
ಅಧ್ಯಯನವನ್ನು,,,ು,yes
ಥಿಯೊಲಾಜಿ,,,ಿ,yes
ಕ್ಷೇತ್ರಗಳಲ್ಲಿ,,,ಿ,yes
ಕೋರ್ಸ್,,,್,yes
ಪ್ರಿನ್ಸಿಪಾಲ್ನ,,,ನ,yes
ನೇಮಕಾತಿಯ,,,ಯ,yes
ಕಟ್ಟಡಗಳ,,,ಳ,yes
ನವೀಕರಣ,,,ಣ,yes
ಕಠಿಣ,,,ಣ,yes
ನೀತಿ,,,ಿ,yes
ಬಹು,,,ು,yes
ಶಿಸ್ತಿನ,,,ನ,yes
ಪುಸ್ತಕಗಳ,,,ಳ,yes
ಸಮತೋಲನಕ್ಕೆ,,,ೆ,yes
ಕಾರಣವಾದ,,,ದ,yes
ಶ್ರಮದಾಯಕ,,,ಕ,yes
ಕಾರ್ಯಕ್ರಮವನ್ನು,,,ು,yes
ಪ್ರಾರಂಭಿಸಿದರು,,,ು,yes
ಪಾಂಡಿತ್ಯಪೂರ್ಣ,,,ಣ,yes
ಇವ್ಯಾಂಜೆಲಿಕಲ್,,,್,yes
ಸಂಪ್ರದಾಯದಲ್ಲಿ,,,ಿ,yes
ದೃಢವಾಗಿ,,,ಿ,yes
ಉಡುಗೊರೆಗಳು,,,ು,yes
ಬದ್ಧತೆ,,,ೆ,yes
ಶೀಘ್ರದಲ್ಲೇ,,,ೇ,yes
ಚರ್ಚ್ನಿಂದ,,,ದ,yes
ಗುರುತಿಸಪಟ್ಟವು,,,ು,yes
ಜನರಲ್,,,್,yes
ಸಿನೊಡಿಗೆ,,,ೆ,yes
ಚುನಾವಣೆಯಾದ,,,ದ,yes
ಡಾಕ್ಟ್ರಿನ್,,,್,yes
ಕಮಿಷನ್,,,್,yes
ಕ್ರೌನ್,,,್,yes
ನೇಮಕಾತಿಗಳ,,,ಳ,yes
ಆಯೋಗಕ್ಕೆ,,,ೆ,yes
ನೇಮಕಗೊಂಡರು,,,ು,yes
ಡಿಯೊಸೆಸನ್,,,್,yes
ಬಿಶಪ್ಗಳ,,,ಳ,yes
ನಾಮನಿರ್ದೇಶನಕ್ಕೆ,,,ೆ,yes
ಜವಾಬ್ದಾರಿ,,,ಿ,yes
ವಹಿಸಿದ್ದರು,,,ು,yes
ಕ್ಯಾಂಟರ್ಬರಿಯ,,,ಯ,yes
ಆರ್ಚ್,,,್,yes
ಬಿಷಪ್,,,್,yes
ಆಗಿ,,,ಿ,yes
ಜಾರ್ಜ್,,,್,yes
ಕ್ಯಾರಿಯವರು,,,ು,yes
ಸಮಯದಲ್ಲಿ,,,ಿ,yes
ಸೇರಿದ್ದರು,,,ು,yes
ಸಿನೊಡ್ನಲ್ಲಿ,,,ಿ,yes
ಕೆಥೆಡ್ರಲ್,,,್,yes
ಹೌಸ್,,,್,yes
ಲೈಟಿ,,,ಿ,yes
ಚೇರ್ಮನ್,,,್,yes
ಯೂನಿವರ್ಸಿಟಿಯೊಂದಿಗೆ,,,ೆ,yes
ಪ್ರಾರಂಭಿಸಿದಳು,,,ು,yes
ಟ್ರೆವೆಲಿಯನ್,,,್,yes
ಇಂಗ್ಲಿಷ್ನಲ್ಲಿ,,,ಿ,yes
ಬೋಧಕ,,,ಕ,yes
ಅರೆಕಾಲಿಕ,,,ಕ,yes
ಉಪನ್ಯಾಸಕರಾದರು,,,ು,yes
ಪ್ರಧಾನರಾದರು,,,ು,yes
ವರ್ಷದ,,,ದ,yes
ಉಪನ್ಯಾಸಕರು,,,ು,yes
ಶಿಕ್ಷಕರಗಿದ್ದರು,,,ು,yes
ಆಧುನಿಕ,,,ಕ,yes
ನಾಟಕವನ್ನು,,,ು,yes
ಕಲಿತರು,,,ು,yes
ವಿದ್ಯಾರ್ಥಿಗಳನ್ನು,,,ು,yes
ಬೆಕೆಟ್,,,್,yes
ಓಸ್ಬೋರ್ನ್,,,್,yes
ಪಿಂಟರ್,,,್,yes
ಕೃತಿಗಳಿಗೆ,,,ೆ,yes
ಮಾನವೀಯ,,,ಯ,yes
ವ್ಯಕ್ತಿ,,,ಿ,yes
ಗಮನಾರ್ಹ,,,ಹ,yes
ಗ್ರಾಮೀಣ,,,ಣ,yes
ಕೌಶಲ್ಯ,,,ಯ,yes
ವ್ಯವಹರಿಸುವಾಗ,,,ಗ,yes
ಸುಲಭವಾಗಿ,,,ಿ,yes
ನಾಚಿಕೆ,,,ೆ,yes
